taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
17096,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Phycodurus,Phycodurus eques,"(Günther, 1865)",,,,LC,Leafy Seadragon
17177,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Phyllopteryx,Phyllopteryx taeniolatus,"(Lacepède, 1804)",,,,LC,Weedy Seadragon
17225,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phyllotis,Phyllotis definitus,"Osgood, 1915",,,,EN,Definitive Leaf-eared Mouse
17240,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PHYSIDAE,Physella,Physella microstriata,"(Chamberlain &amp;  E.G. Berry, 1930)",,,,EX,Fish Lake Physa
17283,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,HEPTAPTERIDAE,Pimelodella,Pimelodella kronei,"(Miranda Ribeiro, 1907)",,,,EN,
17326,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus angulatus,"Peters, 1880",,,,LC,New Guinea Pipistrelle
17342,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus imbricatus,"(Horsfield, 1824)",,,,LC,Brown Pipistrelle
17353,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,Pipistrellus nanulus,"Thomas, 1904",,,,LC,Tiny Pipistrelle
17366,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Perimyotis,Perimyotis subflavus,"F. Cuvier, 1832",,,,VU,Eastern Pipistrelle
17407,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Pithecia,Pithecia milleri,"J.A. Allen, 1914",,,,VU,Miller's Saki
17452,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORTHALICIDAE,Placostylus,Placostylus porphyrostomus,"Pfeiffer, 1851",,,,VU,
17474,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Planigale,Planigale novaeguineae,"Tate &amp; Archbold, 1941",,,,LC,Papuan Planigale
17516,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,ACICULIDAE,Platyla,Platyla orthostoma,"Jankiewicz, 1979",,,,NT,
17548,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CERATOBATRACHIDAE,Platymantis,Platymantis panayensis,"Brown, Brown and Alcala, 1997",,,,EN,Panay Forest Frog
17572,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Platyrrhinus,Platyrrhinus recifinus,"(Thomas, 1901)",,,,LC,Recife Broad-nosed Bat
17604,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ANTHIADIDAE,Plectranthias,Plectranthias chungchowensis,"Shen &amp; Lin, 1984",,,,VU,
17628,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,Plethodon stormi,"Highton &amp; Brame, 1965",,,,EN,Siskiyou Mountains Salamander
17669,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Pleurobema,Pleurobema plenum,"(Lea, 1840)",,,,CR,Rough Pigtoe Pearly Mussel
17679,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Pleurobema,Pleurobema decisum,"(Lea, 1831)",,,,EN,Southern Clubshell
17689,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Pleurobema,Pleurobema perovatum,"Conrad, 1834",,,,EX,Ovate Clubshell
17699,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Pleurocera,Pleurocera corpulenta,"Anthony, 1854",,,,CR,Corpulent Hornsnail
17712,ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIDA,HELICINIDAE,Pleuropoma,Pleuropoma zigzac ssp. zigzac,,ssp.,zigzac,,DD,
17795,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Podarcis,Podarcis lilfordi,"(Günther, 1874)",,,,NT,Lilford's Wall Lizard
17829,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,ERINACEIDAE,Podogymnura,Podogymnura aureospinula,"Heaney &amp; Morgan, 1982",,,,EN,Dinagat Gymnure
17842,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Chrysoritis,Chrysoritis lyncurium,"(Trimen, 1868)",,,,VU,Tsomo River Opal
17855,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Chrysoritis,Chrysoritis penningtoni,"(Riley, 1938)",,,,VU,Pennington's Opal
17875,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Pogonichthys,Pogonichthys macrolepidotus,"(Ayres, 1854)",,,,LC,Sacramento Splittail
17902,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Polposipus,Polposipus herculeanus,"Solier, 1848",,,,VU,Frigate Island Giant Tenebrionid Beetle
17940,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Polyommatus,Polyommatus golgus,"(Hübner, 1813)",,,,VU,Nevada Blue
18089,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Posorites,Posorites turneri,"(Shirley, 1921)",,,,LR/nt,Border Ranges Treesnail
18107,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Potorous,Potorous gilbertii,"(Gould, 1841)",,,,CR,Gilbert's Potoroo
18127,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,Presbytis frontata,"(Müller, 1838)",,,,VU,White-fronted Langur
18148,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,Prionailurus planiceps,"(Vigors &amp; Horsfield, 1827)",,,,EN,Flat-headed Cat
18181,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,ASELLIDAE,Proasellus,Proasellus slovenicus,"(Sket, 1957)",,,,VU,
18195,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Procambarus,Procambarus cometes,"Fitzpatrick, 1978",,,,EN,Mississippi Flatwoods Crayfish
18205,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Procambarus,Procambarus morrisi,"Hobbs &amp; Franz, 1991",,,,CR,Putnam County Cave Crayfish
18215,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Procambarus,Procambarus pogum,"Fitzpatrick, 1978",,,,DD,Bearded Red Crayfish
18226,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Procambarus,Procambarus rogersi ssp. campestris,"Hobbs, 1942",ssp.,campestris,,VU,
18248,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Piliocolobus,Piliocolobus waldroni,"(Hayman, 1936)",,,,CR,Miss Waldron’s Red Colobus
18272,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Trinomys,Trinomys albispinus,"(I. Geoffroy, 1838)",,,,LC,White-spined Spiny Rat
18287,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Proechimys,Proechimys hoplomyoides,"(Tate, 1939)",,,,DD,Guyanan Spiny Rat
18300,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Proechimys,Proechimys steerei,"Goldman, 1911",,,,LC,Steere's Spiny Rat
18315,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Haplochromis,Haplochromis gilberti,"Greenwood &amp; Gee, 1969",,,,DD,
18326,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Haplochromis,Haplochromis perrieri,"(Pellegrin, 1909)",,,,CR,
18342,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Pronesopupa,Pronesopupa acanthinula,"Ancey, 1892",,,,DD,
18354,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,Propithecus verreauxi,"A. Grandidier, 1867",,,,CR,Verreaux's Sifaka
18365,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Prosciurillus,Prosciurillus weberi,"(Jentink, 1890)",,,,EN,Weber's Sulawesi Dwarf Squirrel
18383,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,RETROPINNIDAE,Prototroctes,Prototroctes maraena,"Günther, 1864",,,,VU,Australian Grayling
18418,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Psammomys,Psammomys obesus,"Cretzschmar, 1828",,,,LC,Fat Sand Rat
18470,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Pseudoatta,Pseudoatta argentina,"Gallardo, 1916",,,,VU,
18491,ANIMALIA,ARTHROPODA,OSTRACODA,PODOCOPIDA,CANDONIDAE,Fabaeformiscandona,Fabaeformiscandona aemonae,"(Klie, 1935)",,,,VU,
18514,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CORDYLIDAE,Pseudocordylus,Pseudocordylus langi,"Loveridge, 1944",,,,LC,Lang's Crag Lizard
18545,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,PSEUDOMUGILIDAE,Pseudomugil,Pseudomugil furcatus,"Nichols, 1955",,,,DD,Forktail Blue-eye
18557,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pseudomys,Pseudomys shortridgei,"(Thomas, 1907)",,,,NT,Heath Mouse
18568,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Pseudomys,Pseudomys johnsoni,"Kitchener, 1985",,,,LC,Central Pebble Mouse
18597,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Pseudoryx,Pseudoryx nghetinhensis,"Dung, Giao, Chinh, Touc, Arctander &amp; MacKinnon, 1993",,,,CR,Saola
18656,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteralopex,Pteralopex anceps,"K. Andersen, 1909",,,,EN,Bougainville Monkey-faced Bat
18710,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MORMOOPIDAE,Pteronotus,Pteronotus quadridens,"(Gundlach, 1840)",,,,LC,Sooty Mustached Bat
18723,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus faunulus,"Miller, 1902",,,,EN,Nicobar Flying Fox
18734,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus lylei,"K. Andersen, 1908",,,,VU,Lyle's Flying Fox
18746,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus ornatus,"Gray, 1870",,,,VU,Ornate Flying Fox
18757,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus samoensis,"Peale, 1848",,,,NT,Samoan Flying Fox
18767,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,Pteropus vetula,"Jouan, 1863",,,,NT,New Caledonia Flying Fox
18829,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Ptychocheilus,Ptychocheilus lucius,"Girard, 1856",,,,VU,Colorado Pikeminnow
18877,ANIMALIA,CHORDATA,ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Pungitius,Pungitius platygaster,"(Kessler, 1859)",,,,LC,Pontic Stickleback
18889,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbodes,Barbodes flavifuscus,"Herre, 1924",,,,EX,
18903,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Barbodes,Barbodes lindog,"Herre, 1924",,,,CR,
18913,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,PUPINIDAE,Pupina,Pupina coxeni,"Brazier, 1876",,,,LR/nt,
18943,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Pygeretmus,Pygeretmus pumilio,"(Kerr, 1792)",,,,LC,Dwarf Fat-tailed Jerboa
18958,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Marstonia,Marstonia agarhecta,"(Thompson, 1969)",,,,EN,Ocmulgee Marstonia
18968,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pyrgulopsis,Pyrgulopsis gilae,"(Taylor, 1987)",,,,VU,Gila Springsnail
18979,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Marstonia,Marstonia olivacea,"Pilsbry, 1895",,,,EX,Olive Marstonia
18989,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pyrgulopsis,Pyrgulopsis thompsoni,"Hershler, 1988",,,,NT,Huachuca Springsnail
19040,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Quadrula,Quadrula fragosa,"Conrad, 1835",,,,CR,Rough Maple Leaf Pearly Mussel
19050,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Quadrula,Quadrula rumphiana,"(Lea, 1852)",,,,LC,Ridged Mapleleaf
19067,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Radiodiscus,Radiodiscus compactus,"Suter, 1980",,,,VU,
19176,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Rana,Rana cascadae,"Slater, 1939",,,,LC,Cascades Frog
19304,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Ranodon,Ranodon sibiricus,"Kessler, 1866",,,,EN,Semirechensk Salamander
19320,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus adustus,"Sody, 1940",,,,DD,Burnished Enggano Rat
19330,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus exulans,"(Peale, 1848)",,,,LC,Polynesian Rat
19341,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus losea,"(Swinhoe, 1871)",,,,LC,Losea Rat
19351,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus nativitatis,"(Thomas, 1889)",,,,EX,Bulldog Rat
19361,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus andamanensis,"(Blyth, 1860)",,,,LC,Indochinese Forest Rat
19371,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,Rattus villosissimus,"(Waite, 1898)",,,,LC,Long-haired Rat
19391,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Redunca,Redunca fulvorufula,"(Afzelius, 1815)",,,,EN,Mountain Reedbuck
19406,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys darienensis,"Pearson, 1939",,,,LC,Darien Harvest Mouse
19416,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,Reithrodontomys spectabilis,"Jones &amp; Lawlor, 1965",,,,CR,Cozumel Harvest Mouse
19432,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Retinella,Retinella stabilei,"(Pollonera, 1886)",,,,DD,
19456,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,HEPTAPTERIDAE,Rhamdia,Rhamdia zongolicensis,"Wilkens, 1993",,,,VU,Zongolica Blind Catfish
19478,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,BEDOTIIDAE,Rheocles,Rheocles alaotrensis,"(Pellegrin, 1914)",,,,EN,Katrana
19488,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Rhincodon,Rhincodon typus,"Smith, 1828",,,,EN,Whale Shark
19512,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CHLOROCYPHIDAE,Rhinocypha,Rhinocypha uenoi,"Asahina, 1964",,,,EN,
19522,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,Rhinolophus affinis,"Horsfield, 1823",,,,LC,Intermediate Horseshoe Bat
19534,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,Rhinolophus cornutus,"Temminck, 1835",,,,LR/nt,Little Japanese Horseshoe Bat
19548,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,Rhinolophus luctus,"Temminck, 1834",,,,LC,Great Woolly Horsehoe Bat
19559,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,Rhinolophus pearsonii,"Horsfield, 1851",,,,LC,Pearson's Horseshoe Bat
19572,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,Rhinolophus swinnyi,"Gough, 1908",,,,LC,Swinny's Horseshoe Bat
19594,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Rhinopithecus,Rhinopithecus avunculus,"(Dollman, 1912)",,,,CR,Tonkin Snub-nosed Monkey
19607,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rhipidomys,Rhipidomys couesi,"(J.A. Allen &amp; Chapman, 1893)",,,,LC,Coues's Climbing Mouse
19644,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Rhithrodytes,Rhithrodytes agnus,"Foster, 1993",,,,EN,
19680,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Rhogeessa,Rhogeessa genowaysi,"Baker, 1984",,,,EN,Genoways's Yellow Bat
19693,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Rhoptromyrmex,Rhoptromyrmex schmitzi,"(Forel, 1910)",,,,VU,
19714,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Rhynchonycteris,Rhynchonycteris naso,"(Wied-Neuwied, 1820)",,,,LC,Proboscis Bat
19738,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Roimontis,Roimontis tolotomensis,"Solem, 1983",,,,DD,
19756,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Rousettus,Rousettus leschenaultii,"(Desmarest, 1820)",,,,NT,Leschenault’s Rousette
19785,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Rutilus,Rutilus pigus,"(Lacepède, 1803)",,,,LC,Italian Roach
19798,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Parasaccogaster,Parasaccogaster melanomycter,"(Cohen, 1981)",,,,DD,Black-nosed Brotula
19809,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Saccostomus,Saccostomus mearnsi,"Heller, 1910",,,,LC,East African Pouched Mouse
19830,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Leontocebus,Leontocebus weddelli ssp. crandalli,"Hershkovitz, 1966",ssp.,crandalli,,DD,Crandall‘s Saddleback Tamarin
19852,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,EUPLERIDAE,Salanoia,Salanoia concolor,"(I. Geoffroy Saint-Hilaire, 1837)",,,,VU,Brown-tailed Vontsira
19864,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Salpingotus,Salpingotus heptneri,"Vorontsov &amp; Smirnov, 1969",,,,DD,Heptner's Pygmy Jerboa
19880,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Samoana,Samoana diaphana,"(Crampton &amp; Cooke, 1953)",,,,EN,Delicate Samoana Tree Snail
19898,ANIMALIA,CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE,Sanopus,Sanopus reticulatus,"Collette, 1983",,,,EN,Reticulated Toadfish
19939,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,TURRIDAE,Scaevatula,Scaevatula pellisserpentis,"Gofas, 1990",,,,DD,
19953,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Scelotes,Scelotes bourquini,"Broadley, 1994",,,,VU,Bourquin's Dwarf Burrowing Skink
19998,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sciurotamias,Sciurotamias davidianus,"(Milne-Edwards, 1867)",,,,LC,Pére David's Rock Squirrel
20009,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,Sciurus gilvigularis,"Wagner, 1842",,,,DD,Yellow-throated Squirrel
20019,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,Sciurus pyrrhinus,"Thomas, 1898",,,,DD,Junín Red Squirrel
20037,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Scolomys,Scolomys ucayalensis,"Pacheco, 1991",,,,LC,Ucayali Spiny Mouse
20058,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Scotomanes,Scotomanes ornatus,"(Blyth, 1851)",,,,LC,Harlequin Bat
20073,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,Scotophilus viridis,"(Peters, 1852)",,,,LC,Lesser Yellow House Bat
20108,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Semotrachia,Semotrachia euzyga,"(Tate, 1894)",,,,VU,
20162,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Setobaudinia,Setobaudinia collingii,"(Smith, 1893)",,,,LR/lc,
20190,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SMINTHIDAE,Sicista,Sicista napaea,"Hollister, 1912",,,,LC,Altai Birch Mouse
20212,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Sigmodon,Sigmodon fulviventer,"J.A. Allen, 1889",,,,LC,Tawny-bellied Cotton Rat
20227,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,SILURIDAE,Silurus,Silurus mento,"Regan, 1904",,,,CR,Kunming-lake Catfish
20254,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Sinocyclocheilus,Sinocyclocheilus microphthalmus,"Li, 1989",,,,VU,
20264,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Sinployea,Sinployea tenuicostata,"Garrett, 1872",,,,EX,
20290,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,Sminthopsis douglasi,"Archer, 1979",,,,NT,Julia Creek Dunnart
20316,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Solegnathus,Solegnathus lettiensis,"Bleeker, 1860",,,,DD,Günther's Pipehorse
20334,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Solomys,Solomys salamonis,"(Ramsay, 1883)",,,,DD,Florida Giant Rat
20348,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITHOGLYPHIDAE,Somatogyrus,Somatogyrus tenax,"F.G. Thompson, 1969",,,,NT,Savannah Pebblesnail
20358,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITHOGLYPHIDAE,Somatogyrus,Somatogyrus excavatus,"Walker, 1906",,,,DD,Ovate Pebblesnail
20368,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,LITHOGLYPHIDAE,Somatogyrus,Somatogyrus strengi,"Pilsbry &amp; Walker, 1906",,,,CR,Rolling Pebblesnail
20378,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELMINTHOGLYPTIDAE,Sonorella,Sonorella macrophallus,"Fairbanks &amp; Reeder, 1980",,,,LR/nt,
20389,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sorex,Sorex sinalis,"Thomas, 1912",,,,DD,Chinese Shrew
20416,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Chodsigoa,Chodsigoa salenskii,"(Kastschenko, 1907)",,,,DD,Salenski's Shrew
20444,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SPELAEODISCIDAE,Spelaeodiscus,Spelaeodiscus triarius ssp. tatricus,"Hazay, 1883",ssp.,tatricus,,VU,
20460,ANIMALIA,ONYCHOPHORA,UDEONYCHOPHORA,EUONYCHOPHORA,PERIPATIDAE,Speleoperipatus,Speleoperipatus spelaeus,"Peck, 1975",,,,CR,
20475,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Urocitellus,Urocitellus washingtoni,"A.H. Howell, 1938",,,,NT,Washington Ground Squirrel
20485,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callospermophilus,Callospermophilus madrensis,"Merriam, 1901",,,,NT,Sierra Madre Ground Squirrel
20495,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Otospermophilus,Otospermophilus variegatus,"(Erxleben, 1777)",,,,LC,Rock Squirrel
20599,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Sphaeronycteris,Sphaeronycteris toxophyllum,"Peters, 1882",,,,LC,Visored Bat
20637,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,Spilocuscus kraemeri,"(Schwartz, 1910)",,,,NT,Admiralty Cuscus
20713,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Stanleya,Stanleya neritinoides,"Smith, 1880",,,,DD,
20729,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Stenella,Stenella attenuata,"(Gray, 1846)",,,,LC,Pantropical Spotted Dolphin
20745,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Stenodus,Stenodus leucichthys,"(Güldenstädt, 1772)",,,,EW,Caspian Inconnu
20768,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Stenotrema,Stenotrema leai ssp. cheatumi,"(Fullington, 1974)",ssp.,cheatumi,,DD,
